Date,Close,High,Low,Open,Volume
2000-01-03,1.3092793226242065,1.3092793226242065,1.3092793226242065,1.3092793226242065,35389440000
2000-01-04,1.2368510961532593,1.2368510961532593,1.2368510961532593,1.2368510961532593,28861440000
2000-01-05,1.2243714332580566,1.2243714332580566,1.2243714332580566,1.2243714332580566,43033600000
2000-01-06,1.2201368808746338,1.2201368808746338,1.2201368808746338,1.2201368808746338,34055680000
2000-01-07,1.225708246231079,1.225708246231079,1.225708246231079,1.225708246231079,20912640000
2000-01-10,1.250890851020813,1.250890851020813,1.250890851020813,1.250890851020813,19563520000
2000-01-11,1.2201368808746338,1.2201368808746338,1.2201368808746338,1.2201368808746338,23987200000
2000-01-12,1.2219196557998657,1.2219196557998657,1.2219196557998657,1.2219196557998657,23301120000
2000-01-13,1.1867084503173828,1.1867084503173828,1.1867084503173828,1.1867084503173828,26383360000
2000-01-14,1.2034224271774292,1.2034224271774292,1.2034224271774292,1.2034224271774292,16657920000
2000-01-17,1.1896055936813354,1.1896055936813354,1.1896055936813354,1.1896055936813354,16573440000
2000-01-18,1.1951770782470703,1.1951770782470703,1.1951770782470703,1.1951770782470703,17925120000
2000-01-19,1.1867084503173828,1.1867084503173828,1.1867084503173828,1.1867084503173828,38883840000
2000-01-20,1.1840342283248901,1.1840342283248901,1.1840342283248901,1.1840342283248901,26268160000
2000-01-21,1.1588512659072876,1.1588512659072876,1.1588512659072876,1.1588512659072876,17512960000
2000-01-24,1.1506059169769287,1.1506059169769287,1.1506059169769287,1.1506059169769287,18385920000
2000-01-25,1.1506059169769287,1.1506059169769287,1.1506059169769287,1.1506059169769287,0
2000-01-26,1.164422869682312,1.164422869682312,1.164422869682312,1.164422869682312,25917440000
2000-01-27,1.1561768054962158,1.1561768054962158,1.1561768054962158,1.1561768054962158,38379520000
2000-01-28,1.1561768054962158,1.1561768054962158,1.1561768054962158,1.1561768054962158,17894400000
2000-01-31,1.1367886066436768,1.1367886066436768,1.1367886066436768,1.1367886066436768,32266240000
2000-02-01,1.1588512659072876,1.1588512659072876,1.1588512659072876,1.1588512659072876,23672320000
2000-02-02,1.1811368465423584,1.1811368465423584,1.1811368465423584,1.1811368465423584,14272000000
2000-02-03,1.2145655155181885,1.2145655155181885,1.2145655155181885,1.2145655155181885,25950720000
2000-02-04,1.2453198432922363,1.2453198432922363,1.2453198432922363,1.2453198432922363,21199360000
2000-02-07,1.2535655498504639,1.2535655498504639,1.2535655498504639,1.2535655498504639,20613120000
2000-02-08,1.281422734260559,1.281422734260559,1.281422734260559,1.281422734260559,31498240000
2000-02-09,1.2535655498504639,1.2535655498504639,1.2535655498504639,1.2535655498504639,15600640000
2000-02-10,1.2174625396728516,1.2174625396728516,1.2174625396728516,1.2174625396728516,18600960000
2000-02-11,1.1784627437591553,1.1784627437591553,1.1784627437591553,1.1784627437591553,25297920000
2000-02-14,1.1617486476898193,1.1617486476898193,1.1617486476898193,1.1617486476898193,10119680000
2000-02-15,1.1840342283248901,1.1840342283248901,1.1840342283248901,1.1840342283248901,33546240000
2000-02-16,1.2787483930587769,1.2787483930587769,1.2787483930587769,1.2787483930587769,73564160000
2000-02-17,1.2676053047180176,1.2676053047180176,1.2676053047180176,1.2676053047180176,21411840000
2000-02-18,1.2397481203079224,1.2397481203079224,1.2397481203079224,1.2397481203079224,22484480000
2000-02-21,1.2368510961532593,1.2368510961532593,1.2368510961532593,1.2368510961532593,18700800000
2000-02-22,1.231279730796814,1.231279730796814,1.231279730796814,1.231279730796814,22474240000
2000-02-23,1.2397481203079224,1.2397481203079224,1.2397481203079224,1.2397481203079224,20334080000
2000-02-24,1.273176908493042,1.273176908493042,1.273176908493042,1.273176908493042,32931840000
2000-02-25,1.3066048622131348,1.3066048622131348,1.3066048622131348,1.3066048622131348,36958720000
2000-02-28,1.281422734260559,1.281422734260559,1.281422734260559,1.281422734260559,11596800000
