,open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,time
33,1580688000000,9340.49,9647.61,9250.0,9300.64,159049.385,1580774399999,1491076833.73277,313233,79180.283,742527413.92745,2020-02-03
34,1580774400000,9300.63,9368.0,9105.0,9198.35,147843.902,1580860799999,1363688333.14538,282503,71776.668,662220645.49289,2020-02-04
35,1580860800000,9198.32,9799.08,9179.88,9630.0,212311.697,1580947199999,2014987376.43659,387332,111557.886,1058639964.75721,2020-02-05
36,1580947200000,9630.0,9884.0,9550.0,9778.12,200556.367,1581033599999,1950865328.54665,366953,98843.932,961671262.21633,2020-02-06
37,1581033600000,9777.97,9900.0,9736.66,9821.52,129740.767,1581119999999,1272175090.89561,244078,63763.916,625379176.99655,2020-02-07
38,1581120000000,9821.52,9956.0,9680.55,9906.43,129267.269,1581206399999,1270369231.27298,238583,65282.12,641725121.85347,2020-02-08
39,1581206400000,9906.09,10184.34,9892.15,10167.38,143407.013,1581292799999,1446593331.85639,270733,72981.764,736106490.59704,2020-02-09
40,1581292800000,10167.37,10213.56,9750.0,9865.56,184242.737,1581379199999,1831546625.42966,333889,89129.888,885869924.25138,2020-02-10
41,1581379200000,9865.56,10409.96,9729.36,10229.06,190119.815,1581465599999,1906183204.95577,381836,98272.116,985932564.88324,2020-02-11
42,1581465600000,10230.74,10479.98,10229.71,10339.99,159674.258,1581551999999,1650500848.23864,336615,80738.924,834714299.73591,2020-02-12
43,1581552000000,10339.64,10540.0,10101.0,10239.63,213052.717,1581638399999,2192034973.13267,454247,101980.087,1049813429.9959,2020-02-13
44,1581638400000,10240.02,10390.0,10123.37,10356.82,130975.746,1581724799999,1345001966.03801,267110,67096.628,689188914.54797,2020-02-14
45,1581724800000,10356.27,10389.75,9752.3,9914.99,152146.127,1581811199999,1533600988.37217,325934,70415.864,709791351.79514,2020-02-15
46,1581811200000,9914.31,10060.45,9626.64,9921.86,141547.956,1581897599999,1398906974.55862,321449,69642.561,688533908.95615,2020-02-16
47,1581897600000,9921.87,9971.0,9461.89,9716.0,185338.179,1581983999999,1795989784.48734,399493,89956.126,871881279.69935,2020-02-17
48,1581984000000,9716.0,10270.0,9598.0,10174.32,166119.369,1582070399999,1642320613.87592,398826,84019.968,831000734.63062,2020-02-18
49,1582070400000,10174.53,10286.0,9293.07,9593.65,187495.927,1582156799999,1861820032.84195,442535,86400.201,858942080.38769,2020-02-19
50,1582156800000,9593.31,9700.0,9382.59,9601.99,143105.587,1582243199999,1370467343.1851,340441,69158.41,662462607.26312,2020-02-20
51,1582243200000,9601.51,9759.59,9547.0,9681.39,98954.288,1582329599999,957995037.551,222939,49439.472,478708044.51954,2020-02-21
52,1582329600000,9681.39,9710.7,9565.0,9659.2,58419.547,1582415999999,563688224.30407,137989,29109.51,280905403.94001,2020-02-22
53,1582416000000,9658.95,10018.9,9657.0,9943.12,97134.358,1582502399999,959596142.38798,229104,49886.568,492833810.65496,2020-02-23
54,1582502400000,9943.12,10000.0,9487.38,9662.95,157965.671,1582588799999,1535789024.65726,357670,73688.386,716559068.76857,2020-02-24
55,1582588800000,9662.88,9686.78,9247.0,9326.0,168641.725,1582675199999,1596316068.55609,370353,80606.877,763338066.82431,2020-02-25
56,1582675200000,9326.0,9384.0,8610.0,8792.22,267005.172,1582761599999,2409004404.57587,594555,125256.227,1130195815.13983,2020-02-26
57,1582761600000,8793.96,8978.0,8533.9,8828.0,200638.488,1582847999999,1763578868.15436,447761,99331.859,873383824.34582,2020-02-27
58,1582848000000,8827.12,8908.86,8450.0,8699.57,196066.11,1582934399999,1698656157.08208,479621,97577.393,845846202.83792,2020-02-28
59,1582934400000,8699.86,8799.83,8530.0,8531.98,103524.685,1583020799999,898160923.81681,217411,49487.071,429493104.73495,2020-02-29
60,1583020800000,8532.5,8762.24,8409.0,8537.84,174332.916,1583107199999,1494294629.10932,346326,85613.61,734002269.82985,2020-03-01
61,1583107200000,8537.84,8972.0,8504.95,8919.7,160294.484,1583193599999,1405207928.76918,330286,83302.183,730389307.53473,2020-03-02
62,1583193600000,8919.7,8922.34,8657.41,8765.0,160123.605,1583279999999,1406716868.87184,331015,77472.254,680849226.52919,2020-03-03
63,1583280000000,8765.0,8853.88,8669.23,8756.93,105462.12,1583366399999,923600039.89969,219177,51814.453,453837266.49109,2020-03-04
64,1583366400000,8755.98,9172.3,8755.98,9062.81,161840.623,1583452799999,1458350448.94803,305604,81304.772,732252544.57266,2020-03-05
65,1583452800000,9062.62,9179.75,8994.14,9139.48,115011.583,1583539199999,1045435230.09336,226911,56607.201,514641871.77172,2020-03-06
66,1583539200000,9139.77,9204.0,8850.0,8897.18,125804.999,1583625599999,1135455550.23333,240352,59759.072,539566671.30799,2020-03-07
67,1583625600000,8895.62,8897.71,7997.7,8038.46,237407.028,1583711999999,2003492668.69928,443337,109247.103,922054657.55872,2020-03-08
68,1583712000000,8038.99,8182.31,7635.21,7932.15,334399.107,1583798399999,2627368283.37935,630254,165620.727,1301613335.96885,2020-03-09
69,1583798400000,7932.45,8156.31,7733.0,7897.66,257068.702,1583884799999,2044527824.74198,480453,127445.512,1013900855.45328,2020-03-10
70,1583884800000,7898.21,7988.0,7593.29,7938.39,220537.381,1583971199999,1724800753.69309,401429,109589.744,857478719.09663,2020-03-11
71,1583971200000,7938.39,7969.0,4347.0,4764.65,784747.02,1584057599999,4935684191.16036,1559176,376597.666,2360894110.20358,2020-03-12
72,1584057600000,4762.28,5971.0,3621.81,5570.26,935489.242,1584143999999,4777193239.09059,2491958,465297.838,2382258317.76056,2020-03-13
73,1584144000000,5569.84,5638.42,5040.0,5167.01,316242.586,1584230399999,1697439879.44057,778184,157435.123,845705102.98525,2020-03-14
74,1584230400000,5167.21,5954.47,5089.12,5357.32,356311.765,1584316799999,1916062699.25133,806813,184750.035,993937103.5099,2020-03-15
75,1584316800000,5354.81,5361.26,4413.62,5026.26,621555.792,1584403199999,3043134893.44952,1445469,318949.688,1562954333.84351,2020-03-16
76,1584403200000,5027.11,5529.98,4913.49,5307.38,429908.098,1584489599999,2271134947.39557,1054231,232442.76,1228638059.36448,2020-03-17
77,1584489600000,5306.42,5435.0,4982.75,5389.64,402005.703,1584575999999,2108477121.1638,915737,211992.384,1112844886.81779,2020-03-18
78,1584576000000,5389.94,6400.0,5246.5,6159.6,499391.19,1584662399999,2922169778.65964,1105378,265398.098,1552134878.49786,2020-03-19
79,1584662400000,6159.41,6911.0,5650.0,6203.77,571898.016,1584748799999,3643186059.94639,1274738,293613.556,1872418332.76583,2020-03-20
80,1584748800000,6204.47,6457.17,5854.01,6183.69,387679.649,1584835199999,2387762770.11733,986672,209288.231,1289545015.12736,2020-03-21
81,1584835200000,6183.84,6408.91,5730.35,5810.17,391002.795,1584921599999,2379970465.43368,1072425,206652.155,1258271434.02062,2020-03-22
82,1584921600000,5810.3,6619.9,5670.0,6463.84,489746.087,1585007999999,3012248578.73576,1193611,257236.824,1581915987.30933,2020-03-23
83,1585008000000,6463.21,6840.0,6369.0,6741.33,437968.553,1585094399999,2903592538.87217,1114257,220131.441,1459407736.50984,2020-03-24
84,1585094400000,6740.86,6960.71,6436.26,6673.41,400684.542,1585180799999,2667204859.2776,1046097,210095.392,1398811490.78229,2020-03-25
85,1585180800000,6673.57,6777.5,6500.0,6733.76,281245.628,1585267199999,1870132448.53115,808889,144932.277,963995272.44565,2020-03-26
86,1585267200000,6733.76,6840.0,6230.0,6353.64,258213.519,1585353599999,1715677661.94467,741333,128814.892,856756136.69612,2020-03-27
87,1585353600000,6353.64,6354.74,6004.0,6230.95,341944.185,1585439999999,2120036125.18386,1008455,179087.046,1110754027.4935,2020-03-28
88,1585440000000,6231.81,6260.0,5857.6,5876.27,251335.919,1585526399999,1525085226.99231,695647,129308.418,785278094.70524,2020-03-29
89,1585526400000,5876.27,6606.15,5850.0,6391.08,387321.998,1585612799999,2435748934.7935,1071219,206399.459,1297813744.08973,2020-03-30
90,1585612800000,6389.52,6516.63,6320.0,6407.1,262522.644,1585699199999,1689175318.59372,790788,135500.437,872136163.36932,2020-03-31
91,1585699200000,6407.1,6693.0,6140.0,6641.51,390529.602,1585785599999,2470585503.92402,1158799,205706.298,1302204912.98308,2020-04-01
92,1585785600000,6641.22,7290.0,6542.73,6791.63,531321.428,1585871999999,3604597593.4311,1382876,275029.952,1866373988.52023,2020-04-02
93,1585872000000,6791.65,7049.11,6600.0,6729.8,411944.927,1585958399999,2809083862.31635,1074346,213227.061,1454161274.2401,2020-04-03
94,1585958400000,6729.8,7020.0,6629.99,6851.1,319849.757,1586044799999,2168134179.35285,918658,168633.54,1143488982.77319,2020-04-04
95,1586044800000,6851.4,6893.44,6668.02,6768.9,239224.508,1586131199999,1622119002.66283,698862,124679.648,845686533.03934,2020-04-05
96,1586131200000,6768.9,7370.0,6760.0,7325.73,461331.013,1586217599999,3269655313.60241,1279153,245413.283,1739459125.79713,2020-04-06
97,1586217600000,7325.73,7457.0,7070.43,7192.9,419572.04,1586303999999,3065548691.90531,1075255,209708.684,1532853201.78747,2020-04-07
98,1586304000000,7192.9,7417.83,7145.14,7357.66,332599.575,1586390399999,2426530950.31658,1007080,169892.335,1239759697.9726,2020-04-08
99,1586390400000,7357.15,7365.69,7105.98,7278.65,293638.581,1586476799999,2136691783.39294,844238,148199.882,1078758413.36993,2020-04-09
100,1586476800000,7278.83,7290.0,6741.0,6857.82,440148.453,1586563199999,3057722780.62013,1366733,211454.736,1468630300.74734,2020-04-10
101,1586563200000,6858.0,6944.28,6757.29,6874.18,224157.844,1586649599999,1535701119.55164,703329,118780.248,813906235.84925,2020-04-11
102,1586649600000,6874.17,7173.98,6775.66,6900.52,321594.822,1586735999999,2245397129.53634,960439,165602.5,1156344165.98682,2020-04-12
103,1586736000000,6900.19,6900.99,6558.0,6834.0,421954.773,1586822399999,2840095791.57115,1257602,216013.226,1454395944.52992,2020-04-13
104,1586822400000,6834.01,6975.6,6751.0,6864.11,280445.427,1586908799999,1926255197.49405,1002761,144042.067,989428438.98085,2020-04-14
105,1586908800000,6864.11,6929.0,6602.59,6616.89,281136.689,1586995199999,1902882417.25705,978500,140357.102,950242642.95066,2020-04-15
106,1586995200000,6616.88,7190.92,6465.33,7098.15,559868.603,1587081599999,3869854829.89996,1570129,297526.011,2057137960.75988,2020-04-16
107,1587081600000,7098.15,7140.0,6981.0,7022.44,277339.601,1587167999999,1958075004.68818,815405,140468.709,991899745.51267,2020-04-17
108,1587168000000,7022.0,7290.0,7008.11,7242.42,225807.171,1587254399999,1616702892.39814,665801,119681.739,857010922.76607,2020-04-18
109,1587254400000,7242.49,7258.42,7055.0,7118.03,216975.114,1587340799999,1550386464.89985,687566,107002.397,764610435.93177,2020-04-19
110,1587340800000,7118.04,7208.55,6735.95,6825.29,445104.981,1587427199999,3107676568.44843,1327875,221767.063,1548488407.8535,2020-04-20
111,1587427200000,6825.28,6940.0,6759.16,6838.0,288024.528,1587513599999,1972271576.59066,927606,149431.948,1023520677.3393,2020-04-21
112,1587513600000,6838.0,7154.9,6812.57,7120.06,306482.163,1587599999999,2147460698.31218,926951,164226.935,1150676739.4839,2020-04-22
113,1587600000000,7120.06,7802.38,7020.0,7483.35,472510.047,1587686399999,3475717726.54963,1298970,243729.506,1792632117.30723,2020-04-23
114,1587686400000,7483.36,7612.91,7388.0,7504.11,278378.368,1587772799999,2091451737.76575,808016,139206.084,1046136713.88413,2020-04-24
115,1587772800000,7504.62,7722.33,7433.0,7534.01,243266.807,1587859199999,1836251609.0206,645606,125411.352,947004079.59507,2020-04-25
116,1587859200000,7534.01,7709.57,7476.86,7694.17,269921.936,1587945599999,2052434573.88043,720885,139301.802,1059501231.83668,2020-04-26
117,1587945600000,7693.63,7795.6,7623.98,7774.0,290336.169,1588031999999,2236759632.39633,755785,145954.546,1124812510.09474,2020-04-27
118,1588032000000,7774.0,7780.0,7662.49,7735.75,217652.761,1588118399999,1679915193.12297,588167,107731.862,831740657.33503,2020-04-28
119,1588118400000,7735.76,8988.66,7710.0,8784.2,871197.569,1588204799999,7297189826.77707,2033439,454524.1,3802441345.23856,2020-04-29
120,1588204800000,8784.05,9479.77,8400.0,8624.76,944211.711,1588291199999,8437341148.3913,2329118,459375.562,4105891416.72819,2020-04-30
121,1588291200000,8623.61,9065.0,8619.84,8830.52,417820.386,1588377599999,3680586288.10126,1303431,204405.421,1800710976.13701,2020-05-01
122,1588377600000,8830.52,9020.0,8755.01,8975.18,295769.728,1588463999999,2627710360.02383,893324,145364.355,1291758148.6109,2020-05-02
123,1588464000000,8975.18,9200.0,8727.24,8900.0,451322.713,1588550399999,4049513026.35921,1308158,217371.059,1950871727.83709,2020-05-03
124,1588550400000,8899.99,8954.94,8526.0,8873.98,440135.307,1588636799999,3852426972.1002,1272135,218397.554,1912298849.24437,2020-05-04
125,1588636800000,8873.99,9118.17,8766.12,9022.78,409920.13,1588723199999,3661156607.2414,1172631,199885.621,1785788166.15504,2020-05-05
126,1588723200000,9022.76,9405.0,8916.01,9148.27,507753.8,1588809599999,4664860084.31144,1337479,249555.756,2292547393.57278,2020-05-06
127,1588809600000,9148.29,10080.0,9022.0,9995.0,738920.219,1588895999999,7079465730.29004,2004469,369859.624,3544402829.58383,2020-05-07
128,1588896000000,9994.74,10045.03,9726.0,9807.49,458034.211,1588982399999,4537481797.57234,1342120,222614.924,2205814933.04754,2020-05-08
129,1588982400000,9809.63,9923.98,9528.23,9550.67,411941.957,1589068799999,3999406853.4751,1189983,196911.183,1912329906.7736,2020-05-09
130,1589068800000,9550.25,9580.0,7940.0,8719.53,842909.031,1589155199999,7302630276.90636,2157408,410046.262,3549896289.67975,2020-05-10
131,1589155200000,8723.23,9164.0,8151.12,8561.09,805164.964,1589241599999,7000184961.90937,2107410,406724.545,3537690545.23876,2020-05-11
132,1589241600000,8560.73,8981.0,8520.43,8808.71,369716.041,1589327999999,3246499322.14054,1104068,189935.399,1667649738.03494,2020-05-12
133,1589328000000,8808.71,9397.0,8790.04,9305.91,379719.0,1589414399999,3445913924.84949,1154539,198949.784,1805530330.19069,2020-05-13
134,1589414400000,9305.91,9950.0,9250.66,9786.8,602528.438,1589500799999,5798873580.6393,1596856,306992.154,2954458974.93677,2020-05-14
135,1589500800000,9787.62,9843.5,9100.0,9310.73,504107.096,1589587199999,4784027638.71762,1399261,247709.009,2351403260.26857,2020-05-15
136,1589587200000,9311.21,9585.0,9210.03,9374.99,287768.201,1589673599999,2705830761.58087,918028,149815.483,1409069287.25042,2020-05-16
137,1589673600000,9374.99,9880.0,9317.16,9678.57,300859.34,1589759999999,2902728542.66065,973266,156225.07,1507160587.94879,2020-05-17
138,1589760000000,9677.31,9958.67,9450.0,9731.1,363732.37,1589846399999,3533354104.77906,1065425,182681.387,1775163208.55209,2020-05-18
139,1589846400000,9731.11,9900.0,9462.0,9773.64,376313.845,1589932799999,3642878349.1972,1062705,191772.049,1857069223.53943,2020-05-19
140,1589932800000,9772.66,9838.0,9281.42,9508.11,334423.59,1590019199999,3218411345.98419,920679,166431.866,1602624070.18553,2020-05-20
141,1590019200000,9508.0,9573.0,8812.2,9060.0,461439.193,1590105599999,4241795752.8548,1286185,228136.236,2097135651.30878,2020-05-21
142,1590105600000,9060.0,9259.38,8920.0,9166.4,276008.073,1590191999999,2515865909.3341,772928,144234.318,1314953776.64505,2020-05-22
143,1590192000000,9166.43,9300.0,9076.9,9176.41,201589.66,1590278399999,1852871137.72634,582528,103801.023,954330722.77388,2020-05-23
144,1590278400000,9176.32,9294.44,8674.0,8711.37,339643.378,1590364799999,3070856922.4242,872058,167958.764,1519719022.52679,2020-05-24
145,1590364800000,8711.37,8977.0,8623.38,8895.65,302980.106,1590451199999,2667337683.37678,775095,158161.834,1392801694.54323,2020-05-25
146,1590451200000,8895.66,9011.82,8693.18,8837.05,275619.158,1590537599999,2439508067.10614,736181,139848.562,1238146791.0498,2020-05-26
147,1590537600000,8837.88,9230.0,8811.0,9197.32,272253.998,1590623999999,2466842797.45267,700725,143948.195,1304070943.91478,2020-05-27
148,1590624000000,9197.32,9621.65,9110.97,9569.59,327412.374,1590710399999,3062477084.82549,801469,172464.347,1613575194.62399,2020-05-28
149,1590710400000,9569.58,9598.0,9317.42,9422.26,238691.299,1590796799999,2255365978.23178,627717,118443.514,1119335783.23148,2020-05-29
150,1590796800000,9422.11,9753.0,9326.01,9695.0,255234.058,1590883199999,2431044087.19118,691896,132940.629,1266665559.45577,2020-05-30
151,1590883200000,9694.38,9698.0,9371.76,9446.43,219829.356,1590969599999,2096318341.55532,676486,105922.349,1010305260.93969,2020-05-31
152,1590969600000,9446.49,10497.25,9420.85,10232.48,333740.457,1591055999999,3267274407.65878,922467,177298.14,1736224692.18492,2020-06-01
153,1591056000000,10232.41,10262.3,9264.15,9514.9,354168.517,1591142399999,3459821278.61491,939395,170346.23,1665194919.2849,2020-06-02
154,1591142400000,9514.9,9694.75,9382.33,9663.59,185389.412,1591228799999,1770390770.5907,571997,95209.61,909571823.58124,2020-06-03
155,1591228800000,9663.58,9884.0,9440.0,9788.33,264515.319,1591315199999,2564530031.26807,769445,135545.415,1314742692.05212,2020-06-04
156,1591315200000,9788.32,9855.0,9580.52,9617.29,237103.042,1591401599999,2307020792.84172,674699,114621.744,1115582334.11739,2020-06-05
157,1591401600000,9616.64,9738.77,9528.0,9664.0,152526.703,1591487999999,1469881938.14958,507355,78270.202,754435753.74163,2020-06-06
158,1591488000000,9664.01,9823.13,9373.0,9743.92,253986.313,1591574399999,2440468630.5443,695541,128587.599,1236275774.04025,2020-06-07
159,1591574400000,9743.92,9816.0,9631.0,9778.87,162086.419,1591660799999,1575946981.01871,474606,81571.025,793314812.77618,2020-06-08
160,1591660800000,9778.87,9890.0,9550.03,9771.66,204422.819,1591747199999,1986584445.30502,553812,100901.543,981041831.80446,2020-06-09
161,1591747200000,9771.66,10015.99,9681.21,9884.99,193628.149,1591833599999,1900724588.13658,551989,95878.768,941458554.7641,2020-06-10
162,1591833600000,9884.99,9970.1,9055.07,9278.03,404046.613,1591919999999,3862130909.12521,1027558,185222.513,1769964488.14219,2020-06-11
163,1591920000000,9277.72,9550.0,9238.0,9458.91,211611.34,1592006399999,1992908459.95852,641434,109919.41,1035341868.85864,2020-06-12
164,1592006400000,9458.77,9497.85,9340.0,9468.54,113449.075,1592092799999,1068817694.4318,348090,57601.88,542822882.08195,2020-06-13
165,1592092800000,9468.55,9477.0,9240.97,9339.61,143978.523,1592179199999,1350388889.47993,422272,72124.508,676670374.79637,2020-06-14
166,1592179200000,9339.7,9490.83,8888.43,9422.01,413865.727,1592265599999,3811857667.87459,1088825,212684.242,1959957200.87787,2020-06-15
167,1592265600000,9422.01,9595.0,9370.0,9519.12,225713.247,1592351999999,2143232282.69654,641488,117909.667,1119907031.84835,2020-06-16
168,1592352000000,9519.13,9569.0,9231.03,9458.45,227477.39,1592438399999,2143290042.11355,623537,113576.493,1070524810.37531,2020-06-17
169,1592438400000,9458.45,9483.85,9272.41,9381.59,158349.247,1592524799999,1488056320.7728,477815,80186.369,753743879.84663,2020-06-18
170,1592524800000,9381.99,9453.0,9239.0,9307.0,219510.059,1592611199999,2048059719.36743,588538,112351.565,1048450973.35035,2020-06-19
171,1592611200000,9307.0,9394.29,9165.0,9354.04,154462.29,1592697599999,1436354409.44428,425349,80710.791,750834333.74971,2020-06-20
172,1592697600000,9353.84,9420.47,9279.0,9293.51,110599.558,1592783999999,1033976410.97488,316619,56895.909,532057753.11637,2020-06-21
173,1592784000000,9293.39,9795.0,9273.0,9686.99,260561.647,1592870399999,2482574353.64243,634767,140316.059,1336206135.11198,2020-06-22
174,1592870400000,9686.99,9723.23,9585.0,9631.66,164673.499,1592956799999,1588083862.05429,432869,76851.398,741257899.47861,2020-06-23
175,1592956800000,9631.65,9678.0,9210.0,9298.4,300450.251,1593043199999,2825265494.90329,748649,136984.949,1288273322.83144,2020-06-24
176,1593043200000,9298.78,9350.9,9005.0,9246.75,272566.502,1593129599999,2510788505.43618,724717,138543.944,1276681593.31305,2020-06-25
177,1593129600000,9246.75,9297.16,9038.52,9159.99,249348.67,1593215999999,2285936800.87162,682581,126311.431,1158202401.05587,2020-06-26
178,1593216000000,9159.99,9195.75,8816.4,9008.0,237840.165,1593302399999,2153509215.41693,635966,118398.945,1072441342.52177,2020-06-27
179,1593302400000,9008.0,9188.0,8932.68,9114.0,153842.891,1593388799999,1395928886.65951,480457,81266.509,737578007.31121,2020-06-28
180,1593388800000,9114.01,9233.0,9022.0,9189.48,176660.525,1593475199999,1610778783.22314,513754,92094.713,840024608.77923,2020-06-29
181,1593475200000,9189.99,9205.0,9063.97,9138.87,143469.832,1593561599999,1311949155.72121,418034,68278.846,624515563.3007,2020-06-30
182,1593561600000,9138.88,9293.0,9090.0,9233.29,161642.185,1593647999999,1487427692.29113,446516,81634.131,751374808.62814,2020-07-01
183,1593648000000,9233.29,9262.99,8936.0,9087.72,230747.519,1593734399999,2105533922.19592,649904,107214.396,978476545.33617,2020-07-02
184,1593734400000,9087.72,9124.52,9036.06,9057.52,96947.338,1593820799999,881331916.25717,334878,45864.438,417006695.20991,2020-07-03
185,1593820800000,9058.07,9194.0,9042.84,9137.18,100215.438,1593907199999,913030839.30531,300402,50806.64,462969842.17552,2020-07-04
186,1593907200000,9137.18,9146.35,8900.0,9071.86,139545.566,1593993599999,1261953986.20306,424855,63262.066,572257948.68744,2020-07-05
187,1593993600000,9071.87,9379.0,9058.1,9339.6,199643.828,1594079999999,1843703742.26119,543847,111431.517,1029324377.15175,2020-07-06
188,1594080000000,9339.59,9380.0,9201.23,9258.51,127833.975,1594166399999,1184876083.76661,405928,66946.034,620656526.11824,2020-07-07
189,1594166400000,9258.51,9470.0,9233.47,9436.08,170243.001,1594252799999,1594244760.10968,503111,94717.213,886949578.55409,2020-07-08
190,1594252800000,9436.08,9440.81,9164.33,9236.28,188355.856,1594339199999,1751622435.13053,526694,84271.829,783684211.41326,2020-07-09
191,1594339200000,9236.29,9317.24,9121.42,9288.39,140849.874,1594425599999,1295681629.8825,418173,66533.323,612213225.85175,2020-07-10
192,1594425600000,9288.39,9301.74,9178.91,9233.5,74976.521,1594511999999,692340842.13135,268041,34905.923,322353540.56925,2020-07-11
193,1594512000000,9233.5,9349.0,9155.0,9300.69,127841.882,1594598399999,1182491576.57045,369869,62954.055,582466065.94534,2020-07-12
194,1594598400000,9300.7,9345.0,9200.0,9241.2,136117.659,1594684799999,1262652034.01365,407784,63188.051,586300186.7477,2020-07-13
195,1594684800000,9241.18,9279.0,9116.0,9254.17,129704.278,1594771199999,1194751477.53481,381121,61998.831,571263983.78946,2020-07-14
196,1594771200000,9254.17,9272.56,9156.0,9197.3,104107.708,1594857599999,959516024.21559,307679,47547.128,438299844.19612,2020-07-15
197,1594857600000,9197.75,9223.0,9044.02,9132.0,148089.45,1594943999999,1350809171.27347,402299,67858.966,619091275.34249,2020-07-16
198,1594944000000,9132.0,9187.0,9087.0,9151.69,80940.584,1595030399999,739789769.33429,244169,39063.858,357100340.29329,2020-07-17
